관측소명:경포대해수욕장
위도:37.808972
경도:128.931889
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2021-02-01 00:00:00	24.0	북북서	342	8.78	25.70	1.06	7.8	1.41	8.0	1.5	남동	128	5.3	1020.9	-	71	
2021-02-01 00:05:00	25.6	북북서	341	8.57	26.37	0.98	8.0	1.18	6.0	1.5	남남동	157	5.4	1020.9	-	88	
2021-02-01 00:10:00	29.2	북북서	339	8.54	26.69	0.96	8.2	1.37	8.0	1.8	남남서	198	5.3	1020.9	-	70	
2021-02-01 00:15:00	27.8	북북서	346	8.68	26.37	0.91	7.3	1.13	9.0	2.3	남남동	167	4.9	1020.8	-	75	
2021-02-01 00:20:00	22.0	북북서	341	8.39	26.55	0.92	8.6	1.40	6.5	2.5	남동	132	5.6	1020.7	-	62	
2021-02-01 00:25:00	16.0	북북서	342	8.34	26.53	0.82	6.5	1.26	8.5	2.3	동남동	115	6.3	1020.5	-	80	
2021-02-01 00:30:00	3.5	남남동	167	8.89	27.23	0.92	7.4	1.48	7.5	2.9	동남동	107	7.1	1020.4	-	67	
2021-02-01 00:35:00	30.1	북북서	329	8.59	27.35	0.82	7.8	1.23	6.5	3.4	동	92	7.6	1020.2	-	65	
2021-02-01 00:40:00	24.0	북북서	337	8.82	26.56	0.88	7.3	1.13	8.0	3.0	동	99	8.0	1020.2	-	60	
2021-02-01 00:45:00	24.3	북북서	331	9.02	26.60	0.93	8.0	1.19	7.0	3.5	동남동	114	8.3	1020.0	-	56	
2021-02-01 00:50:00	15.8	북서	319	9.00	27.13	0.81	7.1	1.24	8.0	3.7	남동	137	8.3	1020.1	-	70	
2021-02-01 00:55:00	22.6	북서	322	8.77	27.14	0.90	7.6	1.22	6.5	3.9	남동	132	8.2	1020.0	-	60	
2021-02-01 01:00:00	23.1	북북서	330	8.72	27.00	0.82	7.2	1.14	6.5	4.4	남동	128	8.0	1019.8	-	59	
2021-02-01 01:05:00	19.0	북북서	330	9.19	26.75	0.83	8.0	1.05	8.0	4.8	남동	138	8.0	1019.8	-	76	
2021-02-01 01:10:00	17.9	북서	324	9.35	26.95	0.94	7.9	1.13	8.5	4.0	남남동	148	8.1	1019.8	-	58	
2021-02-01 01:15:00	11.5	북서	324	9.41	26.15	0.86	8.9	1.06	9.0	3.2	남남동	154	8.1	1019.7	-	60	
2021-02-01 01:20:00	14.6	북북서	338	9.41	26.06	0.75	7.6	1.16	8.0	3.7	남남동	157	7.9	1019.7	-	77	
2021-02-01 01:25:00	19.3	북북서	336	9.39	26.16	0.92	7.5	1.14	8.5	2.9	남남동	165	7.7	1019.5	-	71	
2021-02-01 01:30:00	20.5	북북서	333	9.41	26.17	0.88	8.9	1.05	6.5	2.7	남남동	162	7.4	1019.4	-	65	
2021-02-01 01:35:00	14.6	북북서	335	9.49	26.06	0.93	8.3	1.26	7.5	1.7	남서	215	6.9	1019.4	-	77	
